Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings	sample
chr9	35384314	35385723	UNC13B	0	+	10	1	5.14439	4	5	6	4	4	3.6	3.25	8	8	8	0.391375	-	CGND-HRA-01031
chr19	17627940	17629239	UNC13A	0	-	10	0.849496	2.46422	1	2	5	10	9	7	5.85	28	27	27	0.0808889	NonUniformIntronCover	CGND-HRA-01032
chr9	35384314	35385723	UNC13B	0	+	10	1	5.98039	4	6	7	7	6	6.55	6.95	18	18	18	0.249387	-	CGND-HRA-01032
chr19	17627940	17629239	UNC13A	0	-	10	1	24.058	10	22	37	36	60	32.9	60.1	15	12	12	0.615956	NonUniformIntronCover	CGND-HRA-01034
chr9	35384314	35385723	UNC13B	0	+	10	0.989278	3.22103	2	3	5	8	4	8.55	3.4	11	11	11	0.226498	NonUniformIntronCover	CGND-HRA-01034
chr19	17627940	17629239	UNC13A	0	-	10	1	13.0696	7	13	23	25	18	28	14.8	54	49	49	0.194867	NonUniformIntronCover	CGND-HRA-01035
chr9	35384314	35385723	UNC13B	0	+	10	0.908506	3.89127	2	4	7	18	2	9.75	2	11	11	11	0.261312	NonUniformIntronCover	CGND-HRA-01035
chr19	17627940	17629239	UNC13A	0	-	10	1	38.648	24	40	57	50	96	51.55	74.25	100	92	92	0.278749	NonUniformIntronCover	CGND-HRA-01036
chr9	35384314	35385723	UNC13B	0	+	10	1	6.4385	4	6	12	27	4	20.3	4.75	8	8	8	0.445926	NonUniformIntronCover	CGND-HRA-01036
chr19	17627940	17629239	UNC13A	0	-	10	1	25.5261	18	25	35	35	80	33.35	53.05	32	23	23	0.443731	MinorIsoform	CGND-HRA-01037
chr9	35384314	35385723	UNC13B	0	+	10	0.892066	2.58645	1	3	4	7	4	1.75	3	8	8	8	0.244317	NonUniformIntronCover	CGND-HRA-01037
chr19	17627940	17629239	UNC13A	0	-	10	1	37.5899	32	38	44	34	41	32.85	41.2	124	109	109	0.232626	-	CGND-HRA-01038
chr9	35384314	35385723	UNC13B	0	+	10	1	16.2157	13	16	21	17	13	22.55	12	18	18	18	0.473926	-	CGND-HRA-01038
chr19	17627940	17629239	UNC13A	0	-	10	1	30.7195	19	30	41	43	41	32.9	42	103	87	87	0.229731	-	CGND-HRA-01039
chr9	35384314	35385723	UNC13B	0	+	10	1	16.41	13	16	20	27	16	26.35	14.7	18	18	18	0.476896	NonUniformIntronCover	CGND-HRA-01039
chr19	17627940	17629239	UNC13A	0	-	10	1	34.5687	27	34	42	33	40	34.35	40.25	24	22	22	0.590225	-	CGND-HRA-01040
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1872	8	10	12	10	7	11.65	7.65	6	6	6	0.629336	-	CGND-HRA-01040
chr19	17627940	17629239	UNC13A	0	-	10	1	32.7311	22	33	44	52	52	57.5	51.65	105	91	91	0.237645	NonUniformIntronCover	CGND-HRA-01041
chr9	35384314	35385723	UNC13B	0	+	10	1	10.6506	8	11	13	19	11	17.5	9.7	16	16	16	0.399639	NonUniformIntronCover	CGND-HRA-01041
chr19	17627940	17629239	UNC13A	0	-	10	1	53.3191	33	55	65	57	73	64	69.1	21	12	12	0.717435	MinorIsoform	CGND-HRA-01042
chr9	35384314	35385723	UNC13B	0	+	10	0.98356	3.5918	3	4	5	12	4	7.65	4.7	5	5	5	0.41805	LowCover	CGND-HRA-01042
chr19	17627940	17629239	UNC13A	0	-	10	1	25.971	21	26	31	40	29	41.1	30.85	86	66	66	0.231944	NonUniformIntronCover	CGND-HRA-01043
chr9	35384314	35385723	UNC13B	0	+	10	1	6.59715	5	7	8	9	5	11.25	6.45	11	11	11	0.374899	-	CGND-HRA-01043
chr19	17627940	17629239	UNC13A	0	-	10	0.981381	10.3733	6	11	14	27	35	29	33	34	34	34	0.233774	NonUniformIntronCover	CGND-HRA-01044
chr9	35384314	35385723	UNC13B	0	+	10	1	9.70945	7	10	12	17	10	17.05	11.3	21	21	21	0.316171	NonUniformIntronCover	CGND-HRA-01044
chr19	17627940	17629239	UNC13A	0	-	10	1	61.5919	50	62	71	39	63	35.4	52.7	20	11	11	0.754878	MinorIsoform	CGND-HRA-01045
chr9	35384314	35385723	UNC13B	0	+	10	1	7.19964	6	7	9	10	6	8.35	5.1	4	4	4	0.642846	-	CGND-HRA-01045
chr19	17627940	17629239	UNC13A	0	-	10	1	18.3617	11	19	24	20	23	19.15	24.5	90	75	75	0.169448	-	CGND-HRA-01046
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8966	8	11	14	26	18	25.15	16.7	10	10	10	0.521454	NonUniformIntronCover	CGND-HRA-01046
chr19	17627940	17629239	UNC13A	0	-	10	1	19.205	12	20	25	30	27	28.9	20.35	103	92	92	0.157154	NonUniformIntronCover	CGND-HRA-01047
chr9	35384314	35385723	UNC13B	0	+	10	1	11.7005	8	12	15	18	8	14.55	6.3	18	18	18	0.39395	NonUniformIntronCover	CGND-HRA-01047
chr19	17627940	17629239	UNC13A	0	-	10	1	28.0561	19.5	27	39	32	27	26.7	31.85	39	33	33	0.418397	-	CGND-HRA-01048
chr9	35384314	35385723	UNC13B	0	+	10	1	8.95365	7	9	12	14	9	16.5	9.9	6	6	6	0.59876	NonUniformIntronCover	CGND-HRA-01048
chr19	17627940	17629239	UNC13A	0	-	10	0.951901	12.4004	5	13	17	16	21	16	18	40	30	30	0.236647	MinorIsoform	CGND-HRA-01049
chr9	35384314	35385723	UNC13B	0	+	10	1	6.02496	4	6	8	9	2	8.35	2	25	25	25	0.194197	NonUniformIntronCover	CGND-HRA-01049
chr19	17627940	17629239	UNC13A	0	-	10	0.998448	7.67311	6	8	10	19	16	11.6	12.7	33	21	21	0.188653	MinorIsoform	CGND-HRA-01050
chr9	35384314	35385723	UNC13B	0	+	10	0.987848	5.23351	3	5	7	5	6	3.6	6.65	23	23	23	0.185365	-	CGND-HRA-01050
chr19	17627940	17629239	UNC13A	0	-	10	1	57.8375	50	58	65	57	90	52.75	80.2	23	13	13	0.715479	MinorIsoform	CGND-HRA-01051
chr9	35384314	35385723	UNC13B	0	+	10	1	4.93405	4	5	7	12	5	8.3	5	15	15	15	0.247519	NonUniformIntronCover	CGND-HRA-01051
chr19	17627940	17629239	UNC13A	0	-	10	1	24.2012	17	24	34	42	38	44.45	36.35	90	75	75	0.211917	NonUniformIntronCover	CGND-HRA-01052
chr9	35384314	35385723	UNC13B	0	+	10	1	8.2139	6	8	10	7	7	6.05	7	22	22	22	0.271858	-	CGND-HRA-01052
chr19	17627940	17629239	UNC13A	0	-	10	0.993018	5.37137	3	5	8	16	16	13.65	11.1	16	12	12	0.251335	MinorIsoform	CGND-HRA-01053
chr9	35384314	35385723	UNC13B	0	+	10	1	8.8984	7	9	12	17	5	14.3	7.05	20	20	20	0.30792	NonUniformIntronCover	CGND-HRA-01053
chr19	17627940	17629239	UNC13A	0	-	10	1	51.9594	44	50	64	44	58	46.25	53	35	30	30	0.597513	-	CGND-HRA-01054
chr9	35384314	35385723	UNC13B	0	+	10	0.982845	8.06595	5	8	10	5	5	6.2	6.5	13	13	13	0.382891	NonUniformIntronCover	CGND-HRA-01054
chr19	17627940	17629239	UNC13A	0	-	10	0.993794	23.3327	10	25	30	34	40	40.6	40.5	81	66	66	0.223637	NonUniformIntronCover	CGND-HRA-01055
chr9	35384314	35385723	UNC13B	0	+	10	1	15.2906	9	15	21	39	11	33.85	16.05	18	18	18	0.459306	NonUniformIntronCover	CGND-HRA-01055
chr19	17627940	17629239	UNC13A	0	-	10	0.997673	11.8453	4	12	16	8	16	17.7	11.2	27	24	24	0.304935	-	CGND-HRA-01056
chr9	35384314	35385723	UNC13B	0	+	10	1	9.57576	7	10	12	15	9	15.75	11.65	12	12	12	0.44382	NonUniformIntronCover	CGND-HRA-01056
chr19	17627940	17629239	UNC13A	0	-	10	1	40.4662	31	41	47	32	42	27.1	43.25	30	25	25	0.574264	-	CGND-HRA-01057
chr9	35384314	35385723	UNC13B	0	+	10	1	6.58111	5	7	8	12	7	9.05	6.7	11	11	11	0.374328	NonUniformIntronCover	CGND-HRA-01057
chr19	17627940	17629239	UNC13A	0	-	10	1	28.441	22	29	36	26	39	23.75	33.95	132	114	114	0.177268	-	CGND-HRA-01058
chr9	35384314	35385723	UNC13B	0	+	10	0.996426	9.27451	7	9	11	9	11	10.8	10	9	9	9	0.507511	-	CGND-HRA-01058
chr19	17627940	17629239	UNC13A	0	-	10	1	86.7447	69	86	105	111	86	102.95	86.6	30	23	23	0.743029	-	CGND-HRA-01059
chr9	35384314	35385723	UNC13B	0	+	10	1	9.32086	6	9	12	7	10	10.6	10.7	14	14	14	0.399679	-	CGND-HRA-01059
chr19	17627940	17629239	UNC13A	0	-	10	1	13.8298	6	14	23	20	30	25.45	28.65	24	20	20	0.365579	NonUniformIntronCover	CGND-HRA-01060
chr9	35384314	35385723	UNC13B	0	+	10	1	6.87344	4	7	9	13	5	13	7	15	15	15	0.314237	NonUniformIntronCover	CGND-HRA-01060
chr19	17627940	17629239	UNC13A	0	-	10	1	14.3269	7	15	23	31	37	31.75	30	63	53	53	0.185277	NonUniformIntronCover	CGND-HRA-01061
chr9	35384314	35385723	UNC13B	0	+	10	0.966405	6.2656	3	6	9	15	4	11.45	3.7	10	10	10	0.385205	NonUniformIntronCover	CGND-HRA-01061
chr19	17627940	17629239	UNC13A	0	-	10	1	70.8491	58	70	84	66	76	65.8	69.5	40	35	35	0.639149	-	CGND-HRA-01062
chr9	35384314	35385723	UNC13B	0	+	10	1	5.80214	4	5	10	5	4	8.35	3.6	8	8	8	0.42038	-	CGND-HRA-01062
chr19	17627940	17629239	UNC13A	0	-	10	0.998448	19.1103	9	19	27	37	51	28.05	43.75	60	52	51	0.241565	NonUniformIntronCover	CGND-HRA-01063
chr9	35384314	35385723	UNC13B	0	+	10	1	8.42781	6	8	12	10	8	13.8	8	11	11	11	0.433801	-	CGND-HRA-01063
chr19	17627940	17629239	UNC13A	0	-	10	0.961986	14.2398	5	14	21	19	30	24.2	28.85	38	34	34	0.272586	NonUniformIntronCover	CGND-HRA-01064
chr9	35384314	35385723	UNC13B	0	+	10	1	9.05526	5	9	16	4	9	9.45	10.7	18	18	18	0.334695	NonUniformIntronCover	CGND-HRA-01064
chr19	17627940	17629239	UNC13A	0	-	10	1	54.5435	46	55	64	47	79	53.2	81.15	38	29	29	0.589382	-	CGND-HRA-01065
chr9	35384314	35385723	UNC13B	0	+	10	1	8.18182	6	8	10	13	5	12.95	3.6	9	9	9	0.47619	NonUniformIntronCover	CGND-HRA-01065
chr19	17627940	17629239	UNC13A	0	-	10	1	33.2901	28	33	41	37	33	34.1	34.8	215	192	192	0.134078	-	CGND-HRA-01066
chr9	35384314	35385723	UNC13B	0	+	10	1	14.1301	11	14	18	18	14	20.05	12	21	21	21	0.402222	-	CGND-HRA-01066
chr19	17627940	17629239	UNC13A	0	-	10	1	25.4913	20	25	34	18	24	19.05	24.9	135	120	120	0.158833	-	CGND-HRA-01067
chr9	35384314	35385723	UNC13B	0	+	10	1	7.27807	6	7	9	7	10	6.85	8.95	19	19	19	0.276964	-	CGND-HRA-01067
chr19	17627940	17629239	UNC13A	0	-	10	1	53.8085	49	54	58	55	43	53.55	40.1	43	38	38	0.555824	-	CGND-HRA-01068
chr9	35384314	35385723	UNC13B	0	+	10	1	8.02674	6	8	10	7	6	7.2	7.6	13	13	13	0.38174	-	CGND-HRA-01068
chr19	17627940	17629239	UNC13A	0	-	10	1	25.8801	18	26	32	31	28	30	30.65	111	101	101	0.189071	-	CGND-HRA-01069
chr9	35384314	35385723	UNC13B	0	+	10	1	11.6506	7	12	15	12	14	17.6	12.85	13	13	13	0.47263	-	CGND-HRA-01069
chr19	17627940	17629239	UNC13A	0	-	10	1	30.3095	26	30	38	34	29	29.1	31.6	209	179	179	0.126654	-	CGND-HRA-01070
chr9	35384314	35385723	UNC13B	0	+	10	1	19.7362	16	20	23	26	14	28.05	13.05	33	33	33	0.374244	-	CGND-HRA-01070
chr19	17627940	17629239	UNC13A	0	-	10	1	34.0677	26	35	44	38	48	33.2	46	173	156	156	0.164524	-	CGND-HRA-01071
chr9	35384314	35385723	UNC13B	0	+	10	1	19.8467	16	19	25	22	19	27.8	20.95	17	17	17	0.538629	-	CGND-HRA-01071
chr19	17627940	17629239	UNC13A	0	-	10	1	42.8008	36	42	53	39	38	42.1	39.4	35	31	31	0.550133	-	CGND-HRA-01072
chr9	35384314	35385723	UNC13B	0	+	10	1	10.066	8	10	13	8	12	9.75	12.55	8	8	8	0.557178	-	CGND-HRA-01072
chr19	17627940	17629239	UNC13A	0	-	10	1	40.2108	28.5	41	52	50	65	48.1	57.1	131	103	103	0.234861	NonUniformIntronCover	CGND-HRA-01073
chr9	35384314	35385723	UNC13B	0	+	10	1	10.0909	8	10	12	12	11	14	8.5	13	13	13	0.437008	-	CGND-HRA-01073
chr19	17627940	17629239	UNC13A	0	-	10	1	49.2747	44	50	54	54	63	51.3	53.45	150	133	133	0.24727	-	CGND-HRA-01074
chr9	35384314	35385723	UNC13B	0	+	10	1	10.9786	8	11	14	20	13	20.45	10.7	17	16	16	0.392393	NonUniformIntronCover	CGND-HRA-01074
chr19	17627940	17629239	UNC13A	0	-	10	1	60.4043	50	62	69	76	70	77.7	60.7	31	23	23	0.660847	MinorIsoform	CGND-HRA-01075
chr9	35384314	35385723	UNC13B	0	+	10	1	7.35829	5	7	10	12	6	14.55	5	10	10	10	0.423906	NonUniformIntronCover	CGND-HRA-01075
chr19	17627940	17629239	UNC13A	0	-	10	1	30.6228	26	31	34	31	42	30.8	38.7	119	99	99	0.204667	-	CGND-HRA-01076
chr9	35384314	35385723	UNC13B	0	+	10	1	8.93939	7	9	12	21	11	22.25	10.85	22	22	22	0.288932	NonUniformIntronCover	CGND-HRA-01076
chr19	17627940	17629239	UNC13A	0	-	10	1	23.0116	14	22	35	38	31	38.25	30.1	107	100	100	0.176997	NonUniformIntronCover	CGND-HRA-01077
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2032	8	11	14	23	9	29.6	9	9	9	9	0.554526	NonUniformIntronCover	CGND-HRA-01077
chr19	17627940	17629239	UNC13A	0	-	10	1	42.5725	31	43	57	42	38	37	38.7	56	49	49	0.43189	-	CGND-HRA-01078
chr9	35384314	35385723	UNC13B	0	+	10	1	8.45455	7	8	11	8	7	12.2	6.65	8	8	8	0.513812	-	CGND-HRA-01078
chr19	17627940	17629239	UNC13A	0	-	10	1	34.9052	17	35	45	44	48	46.7	36.8	131	115	115	0.210393	-	CGND-HRA-01079
chr9	35384314	35385723	UNC13B	0	+	10	1	14.4706	12	14	17	21	7	20.85	7	21	21	21	0.40796	NonUniformIntronCover	CGND-HRA-01079
chr19	17627940	17629239	UNC13A	0	-	10	1	39.1509	30	39	50	52	62	54.75	51.8	37	28	28	0.514122	NonUniformIntronCover	CGND-HRA-01080
chr9	35384314	35385723	UNC13B	0	+	10	1	6.6025	5	7	8	13	3	12.45	5	10	10	10	0.397681	NonUniformIntronCover	CGND-HRA-01080
chr19	17627940	17629239	UNC13A	0	-	10	1	28.8375	20	28	37	33	30	26.75	29.75	118	111	111	0.196391	-	CGND-HRA-01081
chr9	35384314	35385723	UNC13B	0	+	10	1	14.0071	11	14	17	14	5	15.8	8.95	11	12	11	0.538588	NonUniformIntronCover	CGND-HRA-01081
chr19	17627940	17629239	UNC13A	0	-	10	1	14.4816	8	15	21	10	24	12.5	25.2	75	66	66	0.161839	NonUniformIntronCover	CGND-HRA-01082
chr9	35384314	35385723	UNC13B	0	+	10	1	7.77718	7	8	9	17	11	14	10.15	7	7	7	0.526297	NonUniformIntronCover	CGND-HRA-01082
chr19	17627940	17629239	UNC13A	0	-	10	1	34.7505	27	34	45	39	45	38.8	33.15	25	18	18	0.581593	MinorIsoform	CGND-HRA-01083
chr9	35384314	35385723	UNC13B	0	+	10	1	5.31551	4	5	7	7	3	6.45	4.55	13	13	13	0.290219	NonUniformIntronCover	CGND-HRA-01083
chr19	17627940	17629239	UNC13A	0	-	10	1	22.9768	18	23	28	15	23	18.55	22.85	140	120	120	0.140982	NonUniformIntronCover	CGND-HRA-01084
chr9	35384314	35385723	UNC13B	0	+	10	1	13.6061	11	14	16	14	9	16.6	8.75	13	13	13	0.51139	NonUniformIntronCover	CGND-HRA-01084
chr19	17627940	17629239	UNC13A	0	-	10	1	31.766	26	31	42	29	31	24.7	31.3	178	162	162	0.151435	-	CGND-HRA-01085
chr9	35384314	35385723	UNC13B	0	+	10	1	15.713	12	16	19	13	15	10.05	16.25	15	15	15	0.511608	-	CGND-HRA-01085
chr19	17627940	17629239	UNC13A	0	-	10	1	46.3868	40	46	55	39	54	34.05	44	45	42	42	0.507588	-	CGND-HRA-01086
chr9	35384314	35385723	UNC13B	0	+	10	1	8.56328	6	8	12	3	14	2.7	10.8	6	6	6	0.588005	NonUniformIntronCover	CGND-HRA-01086
chr19	17627940	17629239	UNC13A	0	-	10	1	69.3733	58	69	82	69	99	64.45	79.85	47	35	35	0.596127	MinorIsoform	CGND-HRA-01089
chr9	35384314	35385723	UNC13B	0	+	10	0.995711	5.38324	4	5	7	3	5	6.15	10.3	11	11	11	0.328582	NonUniformIntronCover	CGND-HRA-01089
chr19	17627940	17629239	UNC13A	0	-	10	0.992242	21.2031	11	21	39	38	63	39.7	55.85	60	46	46	0.261112	NonUniformIntronCover	CGND-HRA-01090
chr9	35384314	35385723	UNC13B	0	+	10	1	5.06952	4	5	7	9	6	9.1	5.2	16	16	16	0.240609	NonUniformIntronCover	CGND-HRA-01090
chr19	17627940	17629239	UNC13A	0	-	10	1	22.3095	12	23	32	37	51	32.7	38.75	97	84	84	0.186988	NonUniformIntronCover	CGND-HRA-01091
chr9	35384314	35385723	UNC13B	0	+	10	1	5.68093	4	6	8	30	5	19.3	7.9	15	15	15	0.274694	NonUniformIntronCover	CGND-HRA-01091
chr19	17627940	17629239	UNC13A	0	-	10	1	100.253	87	100	115	95	111	108.4	105	48	40	40	0.67623	-	CGND-HRA-01092
chr9	35384314	35385723	UNC13B	0	+	10	1	9.06595	7	9	11	17	8	14.6	9.25	11	11	11	0.451808	NonUniformIntronCover	CGND-HRA-01092
chr19	17627940	17629239	UNC13A	0	-	10	1	22.9304	11	23	34	30	36	22.4	35.45	98	88	88	0.189616	NonUniformIntronCover	CGND-HRA-01093
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1052	7	10	15	18	20	18.25	18.05	18	18	18	0.359548	NonUniformIntronCover	CGND-HRA-01093
chr19	17627940	17629239	UNC13A	0	-	10	1	17.617	11	18	26	38	29	31.5	26.6	66	57	57	0.210687	NonUniformIntronCover	CGND-HRA-01094
chr9	35384314	35385723	UNC13B	0	+	10	0.997856	8.05704	5	8	11	17	7	14.2	8.6	16	16	16	0.334914	NonUniformIntronCover	CGND-HRA-01094
chr19	17627940	17629239	UNC13A	0	-	10	1	54.0329	47	54	61	51	63	52	56.25	41	35	35	0.56857	-	CGND-HRA-01095
chr9	35384314	35385723	UNC13B	0	+	10	0.99857	7.11586	5	7	9	9	0	7.7	2.85	7	7	7	0.504104	NonUniformIntronCover	CGND-HRA-01095
chr19	17627940	17629239	UNC13A	0	-	10	1	26.6557	21	27	34	39	38	33.45	43.45	123	107	107	0.178114	-	CGND-HRA-01096
chr9	35384314	35385723	UNC13B	0	+	10	1	12.4135	8	12	16	19	9	17	11.05	20	20	20	0.382974	NonUniformIntronCover	CGND-HRA-01096
chr19	17627940	17629239	UNC13A	0	-	10	1	12.1044	10	12	15.5	33	28	31.05	24.4	74	64	64	0.140579	NonUniformIntronCover	CGND-HRA-01097
chr9	35384314	35385723	UNC13B	0	+	10	0.980701	4.64884	3	5	6	10	4	7.45	5.2	23	23	23	0.168139	NonUniformIntronCover	CGND-HRA-01097
chr19	17627940	17629239	UNC13A	0	-	10	1	37.7969	31	37	46	40	57	37.75	54.45	183	166	166	0.171184	NonUniformIntronCover	CGND-HRA-01099
chr9	35384314	35385723	UNC13B	0	+	10	1	16.2371	13	16	19	25	13	16.25	12.5	17	17	17	0.488523	NonUniformIntronCover	CGND-HRA-01099
chr19	17627940	17629239	UNC13A	0	-	10	1	56.7176	46	55	69	66	60	63.8	60.05	187	158	158	0.232719	-	CGND-HRA-01100
chr9	35384314	35385723	UNC13B	0	+	10	1	14.2995	11	14	18	30	3	24.35	5.9	22	22	22	0.39393	NonUniformIntronCover	CGND-HRA-01100
chr19	17627940	17629239	UNC13A	0	-	10	1	73.7118	61.5	75	82	70	68	70.8	67.9	43	33	33	0.631571	-	CGND-HRA-01101
chr9	35384314	35385723	UNC13B	0	+	10	1	7.16043	5	7	9	5	9	5	8.65	12	12	12	0.373709	-	CGND-HRA-01101
chr19	17627940	17629239	UNC13A	0	-	10	0.972847	16.9014	5	19	27	27	40	28.05	46.05	33	27	27	0.338695	NonUniformIntronCover	CGND-HRA-01102
chr9	35384314	35385723	UNC13B	0	+	10	0.985704	4.77897	3	5	6	14	10	13.9	8.45	16	16	16	0.229991	NonUniformIntronCover	CGND-HRA-01102
chr19	17627940	17629239	UNC13A	0	-	10	0.919317	4.95551	1	4	13	21	31	23.25	24.8	44	28	28	0.101225	MinorIsoform	CGND-HRA-01103
chr9	35384314	35385723	UNC13B	0	+	10	0.959971	4.45811	3	4	6	8	3	8.3	3	17	17	17	0.207759	NonUniformIntronCover	CGND-HRA-01103
chr19	17627940	17629239	UNC13A	0	-	10	1	32.4797	27	32	45	50	46	45.25	51.7	219	187	187	0.129154	NonUniformIntronCover	CGND-HRA-01105
chr9	35384314	35385723	UNC13B	0	+	10	1	15.0481	11	15	18	17	14	17	16.25	16	16	16	0.484671	-	CGND-HRA-01105
chr19	17627940	17629239	UNC13A	0	-	10	1	27.6015	22	26	36	34	37	27.15	38.35	191	171	171	0.126264	-	CGND-HRA-01106
chr9	35384314	35385723	UNC13B	0	+	10	1	13.5971	10	14	16	26	15	21.75	11.15	19	19	19	0.417127	NonUniformIntronCover	CGND-HRA-01106
chr19	17627940	17629239	UNC13A	0	-	10	1	44.4971	39	44	52	43	56	41.35	56	32	23	23	0.581683	MinorIsoform	CGND-HRA-01107
chr9	35384314	35385723	UNC13B	0	+	10	1	10.4848	8	11	13	18	5	10.05	6.7	13	13	13	0.446452	NonUniformIntronCover	CGND-HRA-01107
chr19	17627940	17629239	UNC13A	0	-	10	0.643134	1.09478	0	1	2	6	12	2.15	12.25	17	17	17	0.0605024	NonUniformIntronCover	CGND-HRA-01108
chr9	35384314	35385723	UNC13B	0	+	10	0.99857	5.23708	4	5	6	10	3	11.15	2.85	12	11	11	0.303826	NonUniformIntronCover	CGND-HRA-01108
chr19	17627940	17629239	UNC13A	0	-	10	0.929403	19.0696	6	17	58	80	91	80.7	84.75	23	22	22	0.453287	NonUniformIntronCover	CGND-HRA-01110
chr9	35384314	35385723	UNC13B	0	+	10	0.915654	1.90018	1	2	4	14	5	11.45	2.1	12	12	12	0.136702	NonUniformIntronCover	CGND-HRA-01110
chr19	17627940	17629239	UNC13A	0	-	10	1	18.6692	13	18	27	24	40	30.55	30.55	104	92	92	0.152192	NonUniformIntronCover	CGND-HRA-01111
chr9	35384314	35385723	UNC13B	0	+	10	1	14.0677	11	14	18	22	19	22.75	19.55	19	19	19	0.425422	NonUniformIntronCover	CGND-HRA-01111
chr19	17627940	17629239	UNC13A	0	-	10	0.980605	9.86074	7	10	14	13	28	9.05	20.3	60	50	50	0.141148	NonUniformIntronCover	CGND-HRA-01112
chr9	35384314	35385723	UNC13B	0	+	10	0.952109	5.30838	3	5	8	31	13	17.55	10.25	40	40	38	0.117161	NonUniformIntronCover	CGND-HRA-01112
chr19	17627940	17629239	UNC13A	0	-	10	1	35.2863	29	35	43	31	36	33.05	35.2	47	35	35	0.428823	MinorIsoform	CGND-HRA-01113
chr9	35384314	35385723	UNC13B	0	+	10	1	9.13547	7	9	12	6	10	8	10	11	10	10	0.4537	NonUniformIntronCover	CGND-HRA-01113
chr19	17627940	17629239	UNC13A	0	-	10	0.997673	28.1354	16	26	44	49	73	46.15	67.15	146	130	130	0.161572	NonUniformIntronCover	CGND-HRA-01117
chr9	35384314	35385723	UNC13B	0	+	10	1	9.52228	7	9	15	14	11	15.75	12.25	17	17	17	0.35903	-	CGND-HRA-01117
chr19	17627940	17629239	UNC13A	0	-	10	0.975175	18.7679	7	19	33	40	59	42.85	47.5	96	76	76	0.163529	NonUniformIntronCover	CGND-HRA-01118
chr9	35384314	35385723	UNC13B	0	+	10	1	5.24777	4	5	7	20	8	12.8	7.05	18	18	18	0.225732	NonUniformIntronCover	CGND-HRA-01118
chr19	17627940	17629239	UNC13A	0	-	10	1	43.087	28	42	61	67	89	66.3	80.3	39	30	30	0.524895	NonUniformIntronCover	CGND-HRA-01119
chr9	35384314	35385723	UNC13B	0	+	10	0.997141	5.84492	4	6	8	6	3	7.35	2.5	12	11	11	0.32754	NonUniformIntronCover	CGND-HRA-01119
chr19	17627940	17629239	UNC13A	0	-	10	1	9.98453	6	10	12.5	9	18	10.7	14.5	47	43	43	0.175215	NonUniformIntronCover	CGND-HRA-01120
chr9	35384314	35385723	UNC13B	0	+	10	1	5.1943	4	5	7	14	5	9	5	18	18	18	0.223947	NonUniformIntronCover	CGND-HRA-01120
chr19	17627940	17629239	UNC13A	0	-	10	1	22.6692	11	22	34	37	45	36.6	42.45	52	48	48	0.303595	NonUniformIntronCover	CGND-HRA-01121
chr9	35384314	35385723	UNC13B	0	+	10	1	5.86988	4	6	7	35	7	26.45	8	16	16	16	0.2684	NonUniformIntronCover	CGND-HRA-01121
chr19	17627940	17629239	UNC13A	0	-	10	0.864236	1.78337	1	2	3	3	3	2.9	2.3	2	1	1	0.47137	LowCover	CGND-HRA-01123
chr9	35384314	35385723	UNC13B	0	+	10	1	8.10517	5	8	10	5	8	9.65	9.8	4	4	4	0.669563	NonUniformIntronCover	CGND-HRA-01123
chr19	17627940	17629239	UNC13A	0	-	10	1	46.8472	28	47	61	54	65	52.2	59.6	212	172	172	0.180984	-	CGND-HRA-01125
chr9	35384314	35385723	UNC13B	0	+	10	1	9.65775	6	10	13	24	15	24.05	10.65	28	28	28	0.256461	NonUniformIntronCover	CGND-HRA-01125
chr19	17627940	17629239	UNC13A	0	-	10	0.782777	1.42553	1	1	3	5	5	3.6	5.3	48	36	36	0.028842	MinorIsoform	CGND-HRA-01126
chr9	35384314	35385723	UNC13B	0	+	10	0.989278	4.45098	3	5	6	10	2	6.25	5.7	20	20	20	0.182037	NonUniformIntronCover	CGND-HRA-01126
chr19	17627940	17629239	UNC13A	0	-	10	1	65.5571	58	66	73	52	77	47.75	76.3	42	31	31	0.60951	MinorIsoform	CGND-HRA-01127
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1783	8	10	13	7	8	8.25	8.35	17	17	17	0.3745	-	CGND-HRA-01127
chr19	17627940	17629239	UNC13A	0	-	10	1	25.1393	15	26	35	45	49	51.75	44.05	106	93	93	0.191699	NonUniformIntronCover	CGND-HRA-01128
chr9	35384314	35385723	UNC13B	0	+	10	1	11.3832	8	11	14	16	4	12.1	4.8	12	12	12	0.486812	NonUniformIntronCover	CGND-HRA-01128
chr19	17627940	17629239	UNC13A	0	-	10	0.997673	17.4101	8	18	27	35	33	26.2	26.6	75	55	55	0.1884	MinorIsoform	CGND-HRA-01129
chr9	35384314	35385723	UNC13B	0	+	10	1	7.62389	5	7	10	23	8	14.15	8.1	14	14	14	0.352568	NonUniformIntronCover	CGND-HRA-01129
